 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
     0       0.000000  -11412.965475  -11412.965475        -3.9024         0.0000          -0.80       0.013138
     1       0.136168  -11412.965567  -11412.829400        -3.9864         0.0000          -0.80       0.012449
     2       0.136168  -11412.965567  -11412.829400        -5.1757         0.0000          -0.80       0.013138
     3       0.136168  -11412.965567  -11412.829400        -4.2026         0.0000          -0.80       0.013138
     4       0.158682  -11412.965567  -11412.816021        -3.9215         0.0000          -0.80       0.012449
     5       0.158682  -11412.967795  -11412.809113        -3.5568         0.0172          -0.80       0.012661
     6       0.158682  -11412.969139  -11412.810458        -3.2959         0.0286          -0.80       0.012807
     7       0.134650  -11412.953239  -11412.818589        -3.3751         0.0286          -0.80       0.022198
     8       0.134650  -11412.953239  -11412.818589        -2.1469         0.0286          -0.80       0.012807
     9       0.134650  -11412.947561  -11412.812911        -4.4150        -0.0140          -0.80       0.021647
    10       0.160653  -11412.968593  -11412.807940        -4.5550        -0.0140          -0.80       0.015733
    11       0.145166  -11412.968593  -11412.823095        -4.4601        -0.0140          -0.80       0.015733
    12       0.145733  -11412.959550  -11412.813817        -4.4518        -0.0140          -0.80       0.004426
    13       0.145733  -11412.959550  -11412.813817        -5.2514        -0.0140          -0.80       0.021647
    14       0.145733  -11412.957511  -11412.811778        -4.8161        -0.0267          -0.80       0.004304
    15       0.145733  -11412.957711  -11412.811978        -4.8149        -0.0267          -0.80       0.004719
    16       0.150281  -11412.943692  -11412.793411        -4.7761        -0.0267          -0.80       0.003156
    17       0.167707  -11412.953683  -11412.785977        -4.7875        -0.0267          -0.80      -0.010357
    18       0.167707  -11412.959591  -11412.791884        -3.7173         0.0137          -0.80      -0.009923
    19       0.166714  -11412.960641  -11412.793927        -3.6271         0.0137          -0.80       0.007059
    20       0.162899  -11412.969029  -11412.806129        -3.5160         0.0137          -0.80       0.017294
    21       0.162899  -11412.969029  -11412.806129        -2.9038         0.0137          -0.80      -0.009923
    22       0.162899  -11412.972806  -11412.809906        -2.7692         0.0487          -0.80       0.017722
    23       0.162899  -11412.968879  -11412.805980        -3.5452         0.0125          -0.80       0.017280
    24       0.162899  -11412.968879  -11412.805980        -2.4620         0.0125          -0.80       0.017280
    25       0.141939  -11412.968879  -11412.825996        -3.6946         0.0125          -0.80       0.017280
    26       0.141939  -11412.968879  -11412.825996        -2.4357         0.0125          -0.80       0.017280
    27       0.141939  -11412.968879  -11412.825996        -2.2448         0.0125          -0.80       0.017280
    28       0.141939  -11412.968879  -11412.825996        -5.3085         0.0125          -0.80       0.017280
    29       0.141939  -11412.968879  -11412.825996        -3.5364         0.0125          -0.80       0.004719
    30       0.141939  -11412.960879  -11412.818940        -5.0255        -0.0420          -0.80       0.016682
    31       0.155604  -11412.960879  -11412.798317        -4.9624        -0.0420          -0.80       0.016682
    32       0.168420  -11412.960879  -11412.782283        -5.2486        -0.0420          -0.80       0.016682
    33       0.157672  -11412.960879  -11412.800484        -4.8734        -0.0420          -0.80       0.016682
    34       0.157672  -11412.960879  -11412.800484        -5.7429        -0.0420          -0.80       0.016682
    35       0.148837  -11412.960879  -11412.809325        -4.9316        -0.0420          -0.80       0.016682
    36       0.148837  -11412.960879  -11412.809325        -6.6238        -0.0420          -0.80       0.016682
    37       0.148837  -11412.960879  -11412.809325        -6.7426        -0.0420          -0.80       0.016682
    38       0.148837  -11412.965184  -11412.816348        -4.2534        -0.0151          -0.80       0.016968
    39       0.148732  -11412.966415  -11412.817684        -4.1748        -0.0151          -0.80       0.009629
    40       0.174389  -11412.966415  -11412.794373        -4.1917        -0.0151          -0.80       0.009629
    41       0.132395  -11412.966415  -11412.833230        -4.4023        -0.0151          -0.80       0.009629
    42       0.132395  -11412.967381  -11412.834986        -3.9842        -0.0082          -0.80       0.009705
    43       0.132395  -11412.967381  -11412.834986        -4.1353        -0.0082          -0.80       0.004719
    44       0.157830  -11412.967381  -11412.805559        -4.2172        -0.0082          -0.80       0.009705
    45       0.157830  -11412.967381  -11412.805559        -4.7445        -0.0082          -0.80       0.009705
    46       0.136229  -11412.967381  -11412.826352        -4.0785        -0.0082          -0.80       0.009705
    47       0.143396  -11412.968700  -11412.825304        -4.0082        -0.0082          -0.80       0.004471
    48       0.143396  -11412.968700  -11412.825304        -6.0200        -0.0082          -0.80       0.009705
    49       0.188856  -11412.968700  -11412.787275        -3.9426        -0.0082          -0.80       0.004471
    50       0.165172  -11412.965254  -11412.800082        -4.0339        -0.0082          -0.80       0.011658
    51       0.165172  -11412.965254  -11412.800082        -4.0943        -0.0082          -0.80       0.004719
    52       0.165172  -11412.965254  -11412.800082        -3.4032        -0.0082          -0.80       0.009705
    53       0.165172  -11412.965254  -11412.800082        -5.5987        -0.0082          -0.80       0.009705
    54       0.165172  -11412.965254  -11412.800082        -2.5303        -0.0082          -0.80       0.009705
    55       0.140642  -11412.965254  -11412.823476        -4.0878        -0.0082          -0.80       0.011658
    56       0.140642  -11412.963374  -11412.822732        -4.3857        -0.0212          -0.80       0.011505
    57       0.168041  -11412.959045  -11412.791005        -4.3850        -0.0212          -0.80       0.015366
    58       0.138789  -11412.966220  -11412.827431        -4.3818        -0.0212          -0.80       0.010195
    59       0.138789  -11412.965111  -11412.826321        -4.3798        -0.0212          -0.80       0.005680
    60       0.138789  -11412.968186  -11412.829396        -3.7918         0.0007          -0.80       0.005904
    61       0.138789  -11412.968186  -11412.829396        -5.5497         0.0007          -0.80       0.005904
    62       0.138789  -11412.968186  -11412.829396        -5.0345         0.0007          -0.80       0.005904
    63       0.134764  -11412.981489  -11412.846725        -3.9059         0.0007          -0.80       0.004916
    64       0.154239  -11412.971195  -11412.816955        -3.9332         0.0007          -0.80       0.000967
    65       0.154239  -11412.971195  -11412.816955        -2.6119         0.0007          -0.80       0.005904
    66       0.154239  -11412.975721  -11412.821482        -3.0968         0.0383          -0.80       0.001357
    67       0.154239  -11412.975721  -11412.821482        -3.0562         0.0383          -0.80       0.005680
    68       0.163890  -11412.975721  -11412.817329        -3.0859         0.0383          -0.80       0.001357
    69       0.151538  -11412.975721  -11412.815481        -3.1138         0.0383          -0.80       0.001357
    70       0.151538  -11412.975377  -11412.823839        -3.1047         0.0383          -0.80       0.009230
    71       0.151538  -11412.975377  -11412.823839        -2.1438         0.0383          -0.80       0.001646
    72       0.168774  -11412.971915  -11412.803142        -3.1423         0.0383          -0.80      -0.002046
    73       0.155534  -11412.971915  -11412.807904        -2.8796         0.0383          -0.80      -0.002046
    74       0.155534  -11412.968054  -11412.812520        -3.8445         0.0061          -0.80      -0.002406
    75       0.155534  -11412.965435  -11412.809902        -4.3288        -0.0125          -0.80      -0.002602
    76       0.160251  -11412.969603  -11412.809352        -4.1866        -0.0125          -0.80      -0.016687
