 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
   268       0.158429  -11412.986711  -11412.828282        -2.8478         0.0163           0.00      -0.012204
   269       0.142013  -11412.986711  -11412.837684        -2.7043         0.0163           0.00      -0.012204
   270       0.147885  -11412.986711  -11412.833323        -2.9210         0.0163           0.00      -0.012204
   271       0.147885  -11412.982355  -11412.834470        -3.8853        -0.0215           0.00      -0.012928
   272       0.147885  -11412.978730  -11412.830845        -4.7230        -0.0460           0.00      -0.013313
   273       0.147885  -11412.978730  -11412.830845        -4.7238        -0.0460           0.00      -0.009711
   274       0.147885  -11412.979044  -11412.831160        -4.6525        -0.0441           0.00      -0.013285
   275       0.125238  -11412.979044  -11412.842098        -4.6433        -0.0441           0.00      -0.013285
   276       0.125238  -11412.985596  -11412.860358        -3.1134         0.0055           0.00      -0.012429
   277       0.125238  -11412.985596  -11412.860358        -1.8243         0.0055           0.00      -0.012429
   278       0.125238  -11412.985596  -11412.860358        -3.0863         0.0055           0.00      -0.009711
   279       0.125238  -11412.983908  -11412.858670        -3.5158        -0.0093           0.00      -0.012713
   280       0.125238  -11412.983908  -11412.858670        -3.3967        -0.0093           0.00      -0.009711
   281       0.125238  -11412.983908  -11412.858670        -3.4426        -0.0093           0.00      -0.009711
   282       0.125238  -11412.982963  -11412.857725        -3.5101        -0.0093           0.00      -0.006491
   283       0.125238  -11412.982963  -11412.857725        -5.5508        -0.0093           0.00      -0.012057
   284       0.125238  -11412.974770  -11412.849532        -5.3679        -0.0634           0.00      -0.007319
   285       0.125238  -11412.981662  -11412.856424        -3.8206        -0.0196           0.00      -0.006672
   286       0.125238  -11412.981662  -11412.856424        -3.0430        -0.0196           0.00      -0.006672
   287       0.125238  -11412.981662  -11412.856424        -2.3574        -0.0196           0.00      -0.006672
   288       0.125238  -11412.972745  -11412.847507        -5.7685        -0.0740           0.00      -0.007449
   289       0.125238  -11412.971776  -11412.846538        -5.9499        -0.0788           0.00      -0.007506
   290       0.131063  -11412.971776  -11412.830823        -5.7973        -0.0788           0.00      -0.007506
   291       0.133581  -11412.971776  -11412.829320        -6.0646        -0.0788           0.00      -0.007506
   292       0.136290  -11412.971776  -11412.832706        -5.8719        -0.0788           0.00      -0.007506
   293       0.145400  -11412.971776  -11412.820491        -5.8866        -0.0788           0.00      -0.007506
   294       0.147710  -11412.971776  -11412.828714        -6.1124        -0.0788           0.00      -0.007506
   295       0.147710  -11412.971776  -11412.828714        -8.0220        -0.0788           0.00      -0.007506
   296       0.147710  -11412.971776  -11412.828714        -7.5990        -0.0788           0.00      -0.007506
   297       0.147710  -11412.978936  -11412.831226        -4.4592        -0.0388           0.00      -0.006978
   298       0.150805  -11412.978936  -11412.818888        -4.5100        -0.0388           0.00      -0.006978
   299       0.156225  -11412.978936  -11412.816316        -4.3914        -0.0388           0.00      -0.006978
   300       0.136084  -11412.978936  -11412.843907        -4.5406        -0.0388           0.00      -0.006978
   301       0.132959  -11412.978936  -11412.826665        -4.4461        -0.0388           0.00      -0.006978
   302       0.132959  -11412.978936  -11412.826665        -6.3234        -0.0388           0.00      -0.006978
   303       0.132959  -11412.978936  -11412.826665        -5.8372        -0.0388           0.00      -0.006978
   304       0.132959  -11412.978936  -11412.826665        -4.4916        -0.0388           0.00      -0.006491
   305       0.139635  -11412.978936  -11412.844305        -4.6052        -0.0388           0.00      -0.006978
   306       0.139635  -11412.978936  -11412.844305        -4.4739        -0.0388          -0.00      -0.006491
   307       0.139635  -11412.979736  -11412.840101        -4.4637        -0.0388          -0.00      -0.013666
   308       0.139635  -11412.979736  -11412.840101        -4.5920        -0.0388          -0.00      -0.013666
   309       0.140427  -11412.962451  -11412.822025        -4.3585        -0.0388          -0.00      -0.011083
   310       0.140427  -11412.962451  -11412.822025        -5.3705        -0.0388          -0.00      -0.006006
   311       0.140427  -11412.959766  -11412.819340        -4.9539        -0.0555          -0.00      -0.011307
   312       0.140427  -11412.959766  -11412.819340        -4.9895        -0.0555          -0.00      -0.013666
   313       0.140427  -11412.959766  -11412.819340        -5.5094        -0.0555          -0.00      -0.011307
   314       0.136695  -11412.959766  -11412.811118        -5.0589        -0.0555          -0.00      -0.011307
   315       0.136695  -11412.966434  -11412.829740        -3.4353        -0.0090          -0.00      -0.010613
   316       0.136695  -11412.957607  -11412.820913        -5.4051        -0.0676          -0.00      -0.011455
   317       0.136695  -11412.957607  -11412.820913        -7.3715        -0.0676          -0.00      -0.011455
