 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
    71       0.148197  -11412.948395  -11412.800198        -4.2996        -0.0313          -1.20       0.003909
    72       0.129615  -11412.948876  -11412.819261        -4.3636        -0.0313          -1.20      -0.002824
    73       0.152428  -11412.948876  -11412.780980        -4.2596        -0.0313          -1.20      -0.002824
    74       0.152466  -11412.948876  -11412.793098        -4.4279        -0.0313          -1.20      -0.002824
    75       0.156677  -11412.945882  -11412.789205        -4.5492        -0.0313          -1.20       0.000484
    76       0.156677  -11412.939135  -11412.782457        -5.8140        -0.0692          -1.20       0.000298
    77       0.177334  -11412.939135  -11412.757720        -5.8452        -0.0692          -1.20       0.000298
    78       0.150720  -11412.939135  -11412.793196        -5.7073        -0.0692          -1.20       0.000298
    79       0.150720  -11412.944195  -11412.793475        -4.8872        -0.0417          -1.20       0.000422
    80       0.150720  -11412.944195  -11412.793475        -3.1143        -0.0417          -1.20       0.000422
    81       0.154565  -11412.944195  -11412.794361        -4.8457        -0.0417          -1.20       0.000422
    82       0.144690  -11412.943624  -11412.798935        -4.8454        -0.0417          -1.20      -0.000822
    83       0.144690  -11412.952485  -11412.807796        -3.0052         0.0247          -1.20      -0.000334
    84       0.161852  -11412.952485  -11412.782890        -2.9103         0.0247          -1.20      -0.000334
    85       0.161852  -11412.952485  -11412.782890        -3.0196         0.0247          -1.20      -0.002104
    86       0.139947  -11412.952485  -11412.810752        -3.1763         0.0247          -1.20      -0.000334
    87       0.139947  -11412.952485  -11412.810752        -2.6440         0.0247          -1.20      -0.000334
    88       0.139947  -11412.952485  -11412.810752        -2.9498         0.0247          -1.20      -0.000334
    89       0.139947  -11412.952485  -11412.810752        -3.0072         0.0247          -1.20      -0.002104
    90       0.139947  -11412.942983  -11412.803036        -4.9673        -0.0455          -1.20      -0.000839
    91       0.151954  -11412.953918  -11412.801963        -5.0588        -0.0455          -1.20       0.010442
    92       0.151954  -11412.953918  -11412.801963        -5.0012        -0.0455          -1.20      -0.002104
    93       0.144713  -11412.953918  -11412.808058        -4.9855        -0.0455          -1.20       0.010442
    94       0.160081  -11412.953918  -11412.778061        -5.1020        -0.0455          -1.20       0.010442
    95       0.145969  -11412.947831  -11412.801862        -5.0162        -0.0455          -1.20       0.003900
    96       0.131778  -11412.941841  -11412.810063        -4.8749        -0.0455          -1.20       0.004531
    97       0.131778  -11412.946790  -11412.815012        -3.8566        -0.0125          -1.20       0.004759
    98       0.131778  -11412.946790  -11412.815012        -2.0976        -0.0125          -1.20       0.004759
    99       0.131778  -11412.946790  -11412.815012        -3.8054        -0.0125          -1.20      -0.002104
   100       0.167632  -11412.946790  -11412.783260        -3.8669        -0.0125          -1.20       0.004759
   101       0.159373  -11412.946790  -11412.792146        -3.7709        -0.0125          -1.20       0.004759
   102       0.143823  -11412.940297  -11412.796474        -3.8182        -0.0125          -1.20       0.005169
   103       0.143823  -11412.940297  -11412.796474        -6.0271        -0.0125          -1.20       0.004759
   104       0.178736  -11412.940297  -11412.773416        -3.7982        -0.0125          -1.20       0.005169
   105       0.178736  -11412.940298  -11412.761563        -3.8182        -0.0125          -1.20       0.005162
   106       0.178736  -11412.940298  -11412.761563        -3.5708        -0.0125          -1.20       0.004762
   107       0.162537  -11412.940298  -11412.792561        -3.8150        -0.0125          -1.20       0.005162
   108       0.162537  -11412.940298  -11412.792561        -3.7706        -0.0125          -1.20       0.005162
   109       0.174889  -11412.940298  -11412.775245        -3.9164        -0.0125          -1.20       0.005162
   110       0.174889  -11412.941429  -11412.766540        -3.5732        -0.0036          -1.20       0.005233
   111       0.162893  -11412.949899  -11412.787006        -3.4091        -0.0036          -1.20       0.012673
   112       0.162893  -11412.949899  -11412.787006        -2.2484        -0.0036          -1.20       0.005233
   113       0.194552  -11412.949899  -11412.766453        -3.5094        -0.0036          -1.20       0.012673
   114       0.194552  -11412.943584  -11412.749032        -4.7478        -0.0488          -1.20       0.012313
   115       0.155197  -11412.948009  -11412.792813        -4.9007        -0.0488          -1.20       0.000423
   116       0.160994  -11412.948009  -11412.780811        -4.9529        -0.0488          -1.20       0.000423
   117       0.135974  -11412.948009  -11412.803288        -4.8885        -0.0488          -1.20       0.000423
   118       0.135974  -11412.954587  -11412.818613        -3.5612        -0.0034          -1.20       0.000783
   119       0.142898  -11412.952517  -11412.809619        -3.6204        -0.0034          -1.20       0.001414
   120       0.147244  -11412.952517  -11412.800986        -3.7557        -0.0034          -1.20       0.001414
   121       0.147244  -11412.948397  -11412.801154        -4.4781        -0.0330          -1.20       0.001208
   122       0.147244  -11412.948397  -11412.801154        -4.4780        -0.0330          -1.20       0.005162
   123       0.178930  -11412.948397  -11412.771383        -4.4323        -0.0330          -1.20       0.001208
   124       0.178930  -11412.948397  -11412.771383        -2.9236        -0.0330          -1.20       0.001208
   125       0.178930  -11412.948397  -11412.771383        -2.8850        -0.0330          -1.20       0.001208
   126       0.178930  -11412.950188  -11412.771258        -4.1135        -0.0209          -1.20       0.001286
   127       0.178930  -11412.955553  -11412.776623        -2.9363         0.0235          -1.20       0.001650
   128       0.178930  -11412.947841  -11412.768910        -4.5886        -0.0366          -1.20       0.001187
   129       0.178930  -11412.947841  -11412.768910        -5.8231        -0.0366          -1.20       0.001187
   130       0.145405  -11412.947841  -11412.801098        -4.6867        -0.0366          -1.20       0.001187
   131       0.147512  -11412.955257  -11412.807744        -4.7279        -0.0366          -1.20      -0.005461
   132       0.147512  -11412.958953  -11412.811441        -3.9906        -0.0120          -1.20      -0.005293
   133       0.161900  -11412.955012  -11412.793113        -4.0074        -0.0120          -1.20       0.005209
   134       0.161900  -11412.949101  -11412.787201        -5.1596        -0.0495          -1.20       0.004962
   135       0.161900  -11412.949065  -11412.787165        -5.1660        -0.0495          -1.20       0.004008
   136       0.159396  -11412.949065  -11412.788434        -5.0286        -0.0495          -1.20       0.004008
   137       0.152539  -11412.954246  -11412.801707        -5.0609        -0.0495          -1.20      -0.011840
   138       0.152539  -11412.954246  -11412.801707        -5.0816        -0.0495          -1.20       0.004008
   139       0.150577  -11412.954246  -11412.807994        -4.9028        -0.0495          -1.20      -0.011840
   140       0.150577  -11412.959816  -11412.809240        -3.9156        -0.0134          -1.20      -0.011637
   141       0.150577  -11412.958264  -11412.807688        -4.2456        -0.0244          -1.20      -0.011705
   142       0.166996  -11412.958264  -11412.793910        -4.5141        -0.0244          -1.20      -0.011705
   143       0.166996  -11412.958264  -11412.793910        -2.4892        -0.0244          -1.20      -0.011705
   144       0.153133  -11412.958264  -11412.814882        -4.3551        -0.0244          -1.20      -0.011705
   145       0.153133  -11412.958993  -11412.805860        -4.0915        -0.0193          -1.20      -0.011674
   146       0.141427  -11412.958993  -11412.816008        -4.2833        -0.0193          -1.20      -0.011674
   147       0.146025  -11412.958993  -11412.810797        -3.9860        -0.0193          -1.20      -0.011674
   148       0.146025  -11412.958993  -11412.810797        -5.8336        -0.0193          -1.20      -0.011674
   149       0.140188  -11412.958993  -11412.808548        -4.3321        -0.0193          -1.20      -0.011674
   150       0.140188  -11412.952415  -11412.812227        -5.4052        -0.0597          -1.20      -0.011885
   151       0.140188  -11412.952415  -11412.812227        -5.4507        -0.0597          -1.20       0.004008
   152       0.160413  -11412.952415  -11412.786817        -5.1917        -0.0597          -1.20      -0.011885
   153       0.154384  -11412.952415  -11412.785515        -5.5326        -0.0597          -1.20      -0.011885
   154       0.132576  -11412.952002  -11412.819426        -5.4736        -0.0597          -1.20      -0.009710
   155       0.132576  -11412.952016  -11412.819440        -5.4711        -0.0596          -1.20      -0.009709
   156       0.140578  -11412.948936  -11412.808358        -5.3938        -0.0596          -1.20       0.001549
   157       0.140578  -11412.948936  -11412.808358        -6.5539        -0.0596          -1.20      -0.009709
   158       0.140578  -11412.952269  -11412.811691        -4.7383        -0.0405          -1.20       0.001657
   159       0.131448  -11412.953470  -11412.822022        -4.7723        -0.0405          -1.20      -0.000630
   160       0.131448  -11412.960110  -11412.828662        -3.3470         0.0074          -1.20      -0.000322
   161       0.163775  -11412.963661  -11412.799885        -3.1435         0.0074          -1.20       0.007876
   162       0.132442  -11412.955458  -11412.823016        -3.4359         0.0074          -1.20       0.006081
   163       0.149061  -11412.954338  -11412.805276        -3.2359         0.0074          -1.20       0.001370
   164       0.149061  -11412.955602  -11412.806540        -2.9259         0.0193          -1.20       0.001451
   165       0.152818  -11412.931311  -11412.778493        -3.0851         0.0193          -1.20      -0.006814
   166       0.160154  -11412.943308  -11412.783154        -2.9998         0.0193          -1.20       0.007562
   167       0.145095  -11412.948754  -11412.803659        -3.0968         0.0193          -1.20       0.006526
   168       0.168553  -11412.951466  -11412.782913        -3.3378         0.0193          -1.20       0.012854
   169       0.164161  -11412.952219  -11412.788058        -3.0196         0.0193          -1.20       0.008649
   170       0.164161  -11412.952219  -11412.788058        -3.0556         0.0193          -1.20       0.004008
   171       0.154517  -11412.952219  -11412.799256        -3.3872         0.0193          -1.20       0.008649
   172       0.154517  -11412.949115  -11412.794598        -3.7282        -0.0075          -1.20       0.008491
   173       0.151210  -11412.949115  -11412.800908        -3.9620        -0.0075          -1.20       0.008491
   174       0.151210  -11412.947109  -11412.795899        -4.1643        -0.0222          -1.20       0.008416
   175       0.151210  -11412.949030  -11412.797820        -3.7469        -0.0081          -1.20       0.008488
   176       0.151210  -11412.949030  -11412.797820        -2.5960        -0.0081          -1.20       0.008488
   177       0.146597  -11412.944930  -11412.798332        -4.0511        -0.0081          -1.20      -0.006034
   178       0.146597  -11412.941501  -11412.794904        -4.7334        -0.0308          -1.20      -0.006141
   179       0.154370  -11412.937232  -11412.782862        -4.5995        -0.0308          -1.20      -0.002204
   180       0.161295  -11412.947647  -11412.786353        -4.7970        -0.0308          -1.20      -0.000425
   181       0.161295  -11412.947608  -11412.786314        -4.7975        -0.0308          -1.20      -0.000475
   182       0.144024  -11412.954984  -11412.810960        -4.8382        -0.0308          -1.20       0.015009
   183       0.144024  -11412.964266  -11412.820241        -2.9101         0.0397          -1.20       0.015551
   184       0.147695  -11412.964971  -11412.817276        -2.9146         0.0397          -1.20       0.004097
   185       0.147695  -11412.964204  -11412.816508        -3.0901         0.0323          -1.20       0.004033
   186       0.147695  -11412.964422  -11412.816726        -3.0794         0.0323          -1.20       0.005139
   187       0.123220  -11412.973692  -11412.850472        -3.2104         0.0323          -1.20       0.011488
   188       0.143064  -11412.967102  -11412.824038        -3.1755         0.0323          -1.20       0.013928
   189       0.141888  -11412.964902  -11412.823014        -3.2307         0.0323          -1.20       0.014377
   190       0.144120  -11412.964432  -11412.820312        -3.1772         0.0323          -1.20       0.010846
   191       0.138125  -11412.964432  -11412.827319        -3.1972         0.0323          -1.20       0.010846
   192       0.138125  -11412.964432  -11412.827319        -3.3765         0.0323          -1.20       0.005139
   193       0.138125  -11412.962343  -11412.824218        -3.6021         0.0144          -1.20       0.010702
   194       0.138125  -11412.962343  -11412.824218        -3.5904         0.0144          -1.20       0.005139
   195       0.138125  -11412.965872  -11412.827747        -2.8638         0.0461          -1.20       0.010976
   196       0.138125  -11412.965872  -11412.827747        -2.9294         0.0461          -1.20       0.005139
   197       0.151841  -11412.965872  -11412.807967        -3.0646         0.0461          -1.20       0.010976
   198       0.151841  -11412.965872  -11412.807967        -2.2688         0.0461          -1.20       0.010976
   199       0.151841  -11412.963820  -11412.811979        -3.3041         0.0268          -1.20       0.010799
   200       0.151841  -11412.960799  -11412.808958        -3.9064         0.0024          -1.20       0.010619
   201       0.151841  -11412.958348  -11412.806507        -4.3826        -0.0148          -1.20       0.010514
   202       0.151841  -11412.961978  -11412.810137        -3.6744         0.0114          -1.20       0.010681
   203       0.151841  -11412.961978  -11412.810137        -4.0465         0.0114          -1.20       0.005139
   204       0.154965  -11412.961978  -11412.809826        -3.7692         0.0114          -1.20       0.010681
   205       0.164685  -11412.961088  -11412.796403        -3.9141         0.0114          -1.20       0.002911
   206       0.149478  -11412.961088  -11412.807806        -3.7932         0.0114          -1.20       0.002911
   207       0.143232  -11412.956073  -11412.812841        -3.8465         0.0114          -1.20       0.018816
   208       0.144631  -11412.966096  -11412.821465        -3.8427         0.0114          -1.20       0.014879
   209       0.150382  -11412.966096  -11412.818637        -3.7862         0.0114          -1.20       0.014879
   210       0.150382  -11412.966096  -11412.818637        -4.2352         0.0114          -1.20       0.005139
   211       0.162271  -11412.966096  -11412.792959        -3.8603         0.0114          -1.20       0.014879
   212       0.162271  -11412.955262  -11412.792991        -5.8507        -0.0542          -1.20       0.014563
   213       0.132738  -11412.955262  -11412.820627        -5.7729        -0.0542          -1.20       0.014563
   214       0.132738  -11412.955262  -11412.820627        -7.9420        -0.0542          -1.20       0.014563
   215       0.132738  -11412.966243  -11412.833505        -3.8145         0.0126          -1.20       0.014886
   216       0.132738  -11412.966243  -11412.833505        -3.0955         0.0126          -1.20       0.014886
   217       0.121840  -11412.956060  -11412.834220        -4.0509         0.0126          -1.20       0.011354
   218       0.121840  -11412.956060  -11412.834220        -5.9358         0.0126          -1.20       0.014886
   219       0.163836  -11412.956060  -11412.787534        -3.7799         0.0126          -1.20       0.011354
   220       0.135396  -11412.952974  -11412.817578        -3.8760         0.0126          -1.20       0.018673
