 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
     0       0.000000  -11412.981741  -11412.981741        -3.1336         0.0000           1.40      -0.019553
     1       0.000000  -11412.981741  -11412.981741        -1.2487         0.0000           1.40      -0.019553
     2       0.000000  -11412.975097  -11412.975097        -4.9257        -0.0483           1.40      -0.019664
     3       0.000000  -11412.979156  -11412.979156        -3.8766        -0.0215           1.40      -0.019614
     4       0.000000  -11412.974125  -11412.974125        -5.1547        -0.0539           1.40      -0.019671
     5       0.000000  -11412.974125  -11412.974125        -5.1543        -0.0539           1.40      -0.019553
     6       0.142314  -11412.971080  -11412.828766        -5.1106        -0.0539           1.40      -0.007767
     7       0.137081  -11412.964440  -11412.827359        -5.2652        -0.0539           1.40      -0.006019
     8       0.149805  -11412.964440  -11412.816748        -5.3482        -0.0539           1.40      -0.006019
     9       0.157021  -11412.986146  -11412.829125        -5.4775        -0.0539           1.40      -0.006490
    10       0.157021  -11412.991162  -11412.834140        -4.2639        -0.0239           1.40      -0.006447
    11       0.157021  -11412.991162  -11412.834140        -2.4995        -0.0239           1.40      -0.006447
    12       0.157021  -11412.991162  -11412.834140        -4.4814        -0.0239           1.40      -0.019553
    13       0.157021  -11412.991162  -11412.834140        -2.9284        -0.0239           1.40      -0.006447
    14       0.132385  -11412.991162  -11412.856015        -4.1617        -0.0239           1.40      -0.006447
    15       0.132385  -11412.994159  -11412.861774        -3.4733        -0.0014           1.40      -0.006403
    16       0.158040  -11412.979840  -11412.821800        -3.5332        -0.0014           1.40      -0.007476
    17       0.158040  -11412.982099  -11412.824059        -2.9228         0.0190           1.40      -0.007432
    18       0.158040  -11412.982099  -11412.824059        -2.8364         0.0190           1.40      -0.007432
    19       0.158040  -11412.979124  -11412.821084        -3.7222        -0.0071           1.40      -0.007486
    20       0.172102  -11412.988792  -11412.816690        -3.5432        -0.0071           1.40      -0.005935
    21       0.159037  -11412.988792  -11412.832700        -3.6123        -0.0071           1.40      -0.005935
    22       0.150350  -11412.971231  -11412.820881        -3.5223        -0.0071           1.40       0.000416
    23       0.150350  -11412.967317  -11412.816967        -4.5221        -0.0354           1.40       0.000368
    24       0.150350  -11412.967317  -11412.816967        -4.4668        -0.0354           1.40      -0.019553
