 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
    67       0.166903  -11412.968897  -11412.801995        -5.7417        -0.0605           2.20       0.004176
    68       0.166903  -11412.968897  -11412.801995        -7.8213        -0.0605           2.20       0.004176
    69       0.146030  -11412.975348  -11412.829318        -5.8514        -0.0605           2.20      -0.006870
    70       0.146030  -11412.983505  -11412.837475        -4.0047        -0.0123           2.20      -0.006800
    71       0.146030  -11412.983505  -11412.837475        -4.2103        -0.0123           2.20      -0.030336
    72       0.154232  -11412.983505  -11412.824965        -4.1244        -0.0123           2.20      -0.006800
    73       0.141255  -11412.979016  -11412.837761        -4.2312        -0.0123           2.20       0.011598
    74       0.139048  -11412.965640  -11412.826592        -4.0840        -0.0123           2.20       0.003108
    75       0.139048  -11412.962932  -11412.823884        -4.7687        -0.0301           2.20       0.003077
    76       0.139048  -11412.962932  -11412.823884        -7.1950        -0.0301           2.20       0.003077
    77       0.139048  -11412.962932  -11412.823884        -5.0766        -0.0301           2.20      -0.030336
    78       0.139048  -11412.962932  -11412.823884        -6.2095        -0.0301           2.20       0.003077
    79       0.161243  -11412.977348  -11412.816104        -4.9620        -0.0301           2.20       0.005780
    80       0.135325  -11412.977348  -11412.836873        -4.7307        -0.0301           2.20       0.005780
    81       0.135325  -11412.978999  -11412.843675        -4.5666        -0.0200           2.20       0.005782
    82       0.135325  -11412.980083  -11412.844758        -4.2961        -0.0130           2.20       0.005784
    83       0.147256  -11412.980083  -11412.835569        -4.0358        -0.0130           2.20       0.005784
    84       0.147256  -11412.980083  -11412.835569        -4.3053        -0.0130           2.20      -0.030336
    85       0.151840  -11412.980083  -11412.815974        -4.0650        -0.0130           2.20       0.005784
    86       0.136225  -11412.980083  -11412.824934        -3.9795        -0.0130           2.20       0.005784
    87       0.131976  -11412.980083  -11412.848513        -4.2518        -0.0130           2.20       0.005784
    88       0.139309  -11412.980083  -11412.837362        -4.1657        -0.0130           2.20       0.005784
    89       0.161195  -11412.980083  -11412.812827        -4.0768        -0.0130           2.20       0.005784
    90       0.161195  -11412.980083  -11412.812827        -6.7792        -0.0130           2.20       0.005784
    91       0.142898  -11412.980083  -11412.825741        -4.0720        -0.0130           2.20       0.005784
    92       0.142898  -11412.980083  -11412.825741        -3.9827        -0.0130           2.20      -0.030336
    93       0.142898  -11412.981891  -11412.838993        -3.8264        -0.0000           2.20       0.005786
    94       0.142898  -11412.981891  -11412.838993        -3.0964        -0.0000           2.20       0.005786
    95       0.154921  -11412.981891  -11412.825609        -3.8309        -0.0000           2.20       0.005786
    96       0.154921  -11412.981891  -11412.825609        -3.8269        -0.0000           2.20      -0.030336
    97       0.135887  -11412.981891  -11412.825607        -3.6634        -0.0000           2.20       0.005786
    98       0.135887  -11412.981891  -11412.825607        -3.8272        -0.0000           2.20      -0.030336
    99       0.153887  -11412.981891  -11412.829376        -3.7218        -0.0000           2.20       0.005786
   100       0.144625  -11412.985585  -11412.840959        -3.6230        -0.0000           2.20       0.000226
   101       0.144625  -11412.985585  -11412.840959        -3.6248        -0.0000           2.20      -0.030336
   102       0.144625  -11412.985585  -11412.840959        -3.0599        -0.0000           2.20       0.005786
   103       0.144625  -11412.985585  -11412.840959        -1.6466        -0.0000           2.20       0.005786
   104       0.169391  -11412.985585  -11412.816297        -3.5220        -0.0000           2.20       0.000226
   105       0.169391  -11412.985585  -11412.816297        -2.6768        -0.0000           2.20       0.005786
   106       0.161354  -11412.985585  -11412.804487        -3.6467        -0.0000           2.20       0.000226
   107       0.161354  -11412.985585  -11412.804487        -2.0510        -0.0000           2.20       0.005786
   108       0.153050  -11412.985585  -11412.835347        -3.6398        -0.0000           2.20       0.000226
   109       0.153050  -11412.985585  -11412.835347        -3.9313        -0.0000           2.20      -0.030336
   110       0.158028  -11412.985585  -11412.826479        -3.8765        -0.0000           2.20       0.000226
   111       0.151374  -11412.985585  -11412.831672        -3.5862        -0.0000           2.20       0.000226
   112       0.151374  -11412.987786  -11412.836412        -2.9944         0.0193           2.20       0.000228
   113       0.138042  -11412.987786  -11412.853958        -2.9136         0.0193           2.20       0.000228
   114       0.141865  -11412.991432  -11412.849567        -2.9448         0.0193           2.20      -0.005315
   115       0.136181  -11412.987131  -11412.850950        -3.0800         0.0193           2.20      -0.015621
   116       0.136181  -11412.986640  -11412.850459        -3.2223         0.0148           2.20      -0.015625
   117       0.166534  -11412.986640  -11412.822560        -3.1674         0.0148           2.20      -0.015625
   118       0.167144  -11412.986640  -11412.821826        -3.1946         0.0148           2.20      -0.015625
   119       0.168521  -11412.986640  -11412.819663        -3.2421         0.0148           2.20      -0.015625
   120       0.151746  -11412.986640  -11412.835549        -2.9938         0.0148           2.20      -0.015625
   121       0.138195  -11412.986040  -11412.847845        -3.1234         0.0148           2.20      -0.007403
   122       0.151853  -11412.986040  -11412.828414        -3.1806         0.0148           2.20      -0.007403
   123       0.151853  -11412.982617  -11412.830763        -4.0896        -0.0128           2.20      -0.007422
   124       0.165259  -11412.976011  -11412.810753        -4.0553        -0.0128           2.20      -0.006688
   125       0.165259  -11412.974648  -11412.809389        -4.4139        -0.0222           2.20      -0.006699
   126       0.165259  -11412.974671  -11412.809412        -4.4079        -0.0220           2.20      -0.006699
   127       0.165259  -11412.974671  -11412.809412        -4.2099        -0.0220           2.20      -0.030336
   128       0.157490  -11412.979324  -11412.821835        -4.5047        -0.0220           2.20      -0.012420
   129       0.157490  -11412.979324  -11412.821835        -2.3741        -0.0220           2.20      -0.006699
   130       0.157490  -11412.982835  -11412.825345        -3.5720         0.0033           2.20      -0.012403
   131       0.157490  -11412.986380  -11412.828890        -2.5383         0.0371           2.20      -0.012387
   132       0.157490  -11412.986174  -11412.828684        -2.4935         0.0371           2.20      -0.005471
   133       0.157490  -11412.986174  -11412.828684        -1.5092         0.0371           2.20      -0.012379
   134       0.157490  -11412.986174  -11412.828684        -2.4957         0.0371           2.20      -0.005471
   135       0.157490  -11412.986174  -11412.828684        -0.7386         0.0371           2.20      -0.012379
   136       0.144164  -11412.991206  -11412.847042        -2.5784         0.0371           2.20      -0.012794
   137       0.144164  -11412.993311  -11412.849147        -1.8424         0.0649           2.20      -0.012789
   138       0.139096  -11412.993311  -11412.835749        -1.8788         0.0649           2.20      -0.012789
   139       0.139096  -11412.989959  -11412.850863        -2.9599         0.0241           2.20      -0.012797
   140       0.139096  -11412.988518  -11412.849422        -3.3769         0.0109           2.20      -0.012801
   141       0.149398  -11412.988518  -11412.828851        -3.5501         0.0109           2.20      -0.012801
   142       0.149398  -11412.984019  -11412.834621        -4.5690        -0.0222           2.20      -0.012806
   143       0.149398  -11412.984019  -11412.834621        -4.7722        -0.0222           2.20      -0.005471
   144       0.149398  -11412.991742  -11412.842343        -2.4056         0.0434           2.20      -0.012793
   145       0.149398  -11412.989768  -11412.840369        -3.0166         0.0222           2.20      -0.012797
   146       0.149398  -11412.989768  -11412.840369        -3.0254         0.0222           2.20      -0.005471
   147       0.159142  -11412.989768  -11412.831091        -3.1665         0.0222           2.20      -0.012797
   148       0.159142  -11412.989530  -11412.830388        -3.0864         0.0199           2.20      -0.012798
   149       0.159142  -11412.978181  -11412.819039        -5.8918        -0.0546           2.20      -0.012799
   150       0.133671  -11412.978181  -11412.828409        -5.9834        -0.0546           2.20      -0.012799
   151       0.133671  -11412.978181  -11412.828409        -7.9027        -0.0546           2.20      -0.012799
   152       0.145908  -11412.972274  -11412.826366        -5.9065        -0.0546           2.20      -0.012400
   153       0.146454  -11412.973044  -11412.826590        -5.8409        -0.0546           2.20      -0.012023
   154       0.146454  -11412.973044  -11412.826590        -6.0480        -0.0546           2.20      -0.012799
   155       0.146454  -11412.973044  -11412.826590        -5.6660        -0.0546           2.20      -0.005471
   156       0.150271  -11412.973044  -11412.819728        -5.8781        -0.0546           2.20      -0.012023
   157       0.150271  -11412.973044  -11412.819728        -6.6477        -0.0546           2.20      -0.012799
   158       0.150271  -11412.972023  -11412.821752        -6.0446        -0.0596           2.20      -0.012029
   159       0.150271  -11412.972023  -11412.821752        -8.1877        -0.0596           2.20      -0.012029
   160       0.146337  -11412.970932  -11412.824595        -6.1849        -0.0596           2.20       0.008848
   161       0.146337  -11412.970932  -11412.824595        -7.0435        -0.0596           2.20      -0.012029
   162       0.160351  -11412.970932  -11412.811908        -6.2218        -0.0596           2.20       0.008848
   163       0.158796  -11412.974267  -11412.815471        -6.0839        -0.0596           2.20       0.001924
   164       0.158796  -11412.979881  -11412.821085        -4.8201        -0.0297           2.20       0.001929
   165       0.162447  -11412.979881  -11412.812825        -4.6843        -0.0297           2.20       0.001929
   166       0.162447  -11412.979734  -11412.817286        -4.8559        -0.0305           2.20       0.001929
   167       0.148880  -11412.983135  -11412.834255        -4.7378        -0.0305           2.20      -0.015139
   168       0.148880  -11412.983135  -11412.834255        -7.1156        -0.0305           2.20       0.001929
   169       0.158420  -11412.983135  -11412.822226        -4.5337        -0.0305           2.20      -0.015139
   170       0.140444  -11412.983135  -11412.836112        -4.9895        -0.0305           2.20      -0.015139
   171       0.154635  -11412.983135  -11412.826585        -4.8909        -0.0305           2.20      -0.015139
   172       0.154635  -11412.987919  -11412.833284        -3.4755         0.0034           2.20      -0.015146
   173       0.154635  -11412.987919  -11412.833284        -6.1534         0.0034           2.20      -0.015146
   174       0.146755  -11412.987919  -11412.832280        -3.5897         0.0034           2.20      -0.015146
   175       0.137901  -11412.991971  -11412.854070        -3.6699         0.0034           2.20      -0.007935
   176       0.137901  -11412.991971  -11412.854070        -3.6645         0.0034           2.20      -0.005471
   177       0.132242  -11412.991971  -11412.845064        -3.4477         0.0034           2.20      -0.007935
   178       0.132956  -11412.991971  -11412.858841        -3.6427         0.0034           2.20      -0.007935
   179       0.132956  -11412.991971  -11412.858841        -6.2433         0.0034           2.20      -0.015146
   180       0.159023  -11412.991971  -11412.826641        -3.6809         0.0034           2.20      -0.007935
   181       0.159023  -11412.991971  -11412.826641        -6.2801         0.0034           2.20      -0.015146
   182       0.159023  -11412.991971  -11412.826641        -2.6539         0.0034           2.20      -0.015146
   183       0.159023  -11412.992374  -11412.833351        -3.5632         0.0067           2.20      -0.007938
   184       0.159023  -11412.992374  -11412.833351        -1.8621         0.0067           2.20      -0.007938
   185       0.147331  -11412.992374  -11412.833310        -3.4547         0.0067           2.20      -0.007938
   186       0.147331  -11412.992374  -11412.833310        -1.7934         0.0067           2.20      -0.007938
   187       0.152102  -11412.992374  -11412.836209        -3.3731         0.0067           2.20      -0.007938
   188       0.152102  -11412.992374  -11412.836209        -2.2703         0.0067           2.20      -0.007938
   189       0.148119  -11412.992374  -11412.830236        -3.2201         0.0067           2.20      -0.007938
   190       0.142395  -11412.993288  -11412.850892        -3.5349         0.0067           2.20      -0.001326
   191       0.142395  -11412.993288  -11412.850892        -2.5511         0.0067           2.20      -0.007938
   192       0.157548  -11412.993288  -11412.837778        -3.4910         0.0067           2.20      -0.001326
   193       0.156911  -11412.977876  -11412.820965        -3.5345         0.0067           2.20      -0.005271
   194       0.156911  -11412.977876  -11412.820965        -3.2931         0.0067           2.20      -0.005471
   195       0.152995  -11412.977876  -11412.823256        -3.4456         0.0067           2.20      -0.005271
   196       0.153624  -11412.991762  -11412.838138        -3.3908         0.0067           2.20      -0.007520
   197       0.148372  -11412.990559  -11412.842187        -3.3487         0.0067           2.20      -0.000723
   198       0.158451  -11412.995531  -11412.837080        -3.3399         0.0067           2.20      -0.009130
   199       0.134663  -11412.980858  -11412.846195        -3.4100         0.0067           2.20      -0.003725
   200       0.134663  -11412.980858  -11412.846195        -3.5509         0.0067           2.20      -0.005471
   201       0.149010  -11412.980858  -11412.834730        -3.4981         0.0067           2.20      -0.003725
   202       0.149010  -11412.980858  -11412.834730        -1.7880         0.0067           2.20      -0.007938
   203       0.149010  -11412.983015  -11412.834005        -2.7943         0.0269           2.20      -0.003676
   204       0.143169  -11412.981319  -11412.838150        -2.9733         0.0269           2.20      -0.004660
   205       0.143169  -11412.981319  -11412.838150        -2.0447         0.0269           2.20      -0.003676
   206       0.143169  -11412.981319  -11412.838150        -2.4386         0.0269           2.20      -0.003676
   207       0.160626  -11412.981319  -11412.827139        -2.9481         0.0269           2.20      -0.004660
   208       0.155123  -11412.992526  -11412.837403        -2.9060         0.0269           2.20      -0.014759
   209       0.144766  -11412.984533  -11412.839767        -2.9323         0.0269           2.20      -0.007407
   210       0.160397  -11412.996724  -11412.836327        -3.1914         0.0269           2.20      -0.004843
   211       0.139020  -11412.985652  -11412.846632        -3.2403         0.0269           2.20       0.005470
   212       0.143269  -11412.990875  -11412.847606        -3.2094         0.0269           2.20       0.002831
   213       0.152375  -11412.982893  -11412.830518        -3.1569         0.0269           2.20      -0.003914
   214       0.152375  -11412.982893  -11412.830518        -1.6749         0.0269           2.20      -0.003676
   215       0.152375  -11412.980764  -11412.828389        -3.7075         0.0089           2.20      -0.003985
   216       0.159519  -11412.987286  -11412.827768        -3.9112         0.0089           2.20       0.004748
   217       0.151642  -11412.976843  -11412.825200        -3.7158         0.0089           2.20      -0.004224
   218       0.157447  -11412.982811  -11412.825364        -3.5228         0.0089           2.20       0.002278
   219       0.169318  -11413.004512  -11412.835194        -3.3032         0.0089           2.20       0.009950
   220       0.157299  -11413.004512  -11412.840800        -3.4246         0.0089           2.20       0.009950
   221       0.147733  -11413.005353  -11412.857621        -3.3749         0.0089           2.20      -0.004821
   222       0.147733  -11413.005535  -11412.857803        -3.3249         0.0104           2.20      -0.004814
   223       0.147733  -11413.005535  -11412.857803        -2.0780         0.0104           2.20      -0.004814
   224       0.147733  -11413.005535  -11412.857803        -3.4822         0.0104           2.20      -0.005471
   225       0.147733  -11412.996339  -11412.848607        -5.5894        -0.0502           2.20      -0.005048
   226       0.149061  -11412.996339  -11412.840618        -5.4185        -0.0502           2.20      -0.005048
   227       0.149061  -11413.004008  -11412.854946        -3.7375        -0.0021           2.20      -0.004866
   228       0.149061  -11413.004008  -11412.854946        -6.1366        -0.0021           2.20      -0.004866
   229       0.151106  -11412.993497  -11412.842392        -3.6605        -0.0021           2.20      -0.000868
   230       0.151106  -11412.993497  -11412.842392        -3.6438        -0.0021           2.20      -0.005471
   231       0.164513  -11412.993497  -11412.820045        -3.6203        -0.0021           2.20      -0.000868
   232       0.164513  -11412.993497  -11412.820045        -3.6856        -0.0021           2.20      -0.005471
   233       0.164513  -11412.993497  -11412.820045        -3.6636        -0.0021           2.20      -0.005471
   234       0.155932  -11412.993497  -11412.826985        -3.6036        -0.0021           2.20      -0.000868
   235       0.154619  -11412.991058  -11412.836439        -3.4709        -0.0021           2.20      -0.000709
   236       0.154619  -11412.991058  -11412.836439        -3.7184        -0.0021           2.20      -0.005471
   237       0.131691  -11412.991058  -11412.866013        -3.4359        -0.0021           2.20      -0.000709
   238       0.131691  -11412.985351  -11412.853659        -4.9633        -0.0416           2.20      -0.000868
   239       0.131691  -11412.985351  -11412.853659        -5.0556        -0.0416           2.20      -0.005471
   240       0.131691  -11412.984032  -11412.852341        -5.2678        -0.0491           2.20      -0.000895
   241       0.131691  -11412.984032  -11412.852341        -5.3801        -0.0491           2.20      -0.005471
   242       0.150475  -11412.984032  -11412.819498        -5.3964        -0.0491           2.20      -0.000895
   243       0.150475  -11412.984032  -11412.819498        -6.1919        -0.0491           2.20      -0.000895
   244       0.150475  -11412.981485  -11412.831010        -5.8119        -0.0624           2.20      -0.000941
   245       0.150475  -11412.991895  -11412.841420        -3.2280         0.0051           2.20      -0.000678
   246       0.145065  -11412.993024  -11412.847959        -3.4035         0.0051           2.20       0.006555
   247       0.145065  -11412.994002  -11412.848937        -3.1282         0.0138           2.20       0.006586
   248       0.166093  -11412.994002  -11412.816324        -2.8866         0.0138           2.20       0.006586
   249       0.166093  -11412.994002  -11412.816324        -2.0439         0.0138           2.20       0.006586
   250       0.155487  -11412.994002  -11412.831258        -2.9404         0.0138           2.20       0.006586
   251       0.155487  -11412.994002  -11412.831258        -3.1136         0.0138           2.20      -0.005471
   252       0.155487  -11412.985828  -11412.830341        -5.2565        -0.0436           2.20       0.006386
   253       0.155487  -11412.994092  -11412.838605        -3.1025         0.0147           2.20       0.006589
   254       0.136217  -11413.005971  -11412.869754        -2.9079         0.0147           2.20       0.005959
   255       0.136217  -11413.003341  -11412.867124        -3.6769        -0.0086           2.20       0.005871
   256       0.136217  -11413.003341  -11412.867124        -6.6086        -0.0086           2.20       0.005871
   257       0.136217  -11413.006028  -11412.869811        -2.8906         0.0152           2.20       0.005961
   258       0.136217  -11413.005947  -11412.869730        -2.8886         0.0152           2.20       0.007043
   259       0.136217  -11413.005947  -11412.869730        -2.4795         0.0152           2.20       0.005956
   260       0.136217  -11413.005947  -11412.869730        -1.4597         0.0152           2.20       0.005956
   261       0.136217  -11413.005947  -11412.869730        -2.8821         0.0152           2.20       0.007043
   262       0.136217  -11413.003502  -11412.867285        -3.6073        -0.0067           2.20       0.006961
   263       0.136217  -11413.003502  -11412.867285        -1.7629        -0.0067           2.20       0.006961
   264       0.149391  -11413.001861  -11412.852471        -3.7182        -0.0067           2.20       0.001413
   265       0.149391  -11413.003918  -11412.854527        -3.1544         0.0107           2.20       0.001477
   266       0.152013  -11413.010128  -11412.858115        -2.7151         0.0107           2.20      -0.006964
   267       0.152013  -11413.010128  -11412.858115        -1.9959         0.0107           2.20       0.001477
   268       0.152979  -11413.010128  -11412.861855        -2.9050         0.0107           2.20      -0.006964
   269       0.147090  -11413.009451  -11412.862361        -2.9086         0.0107           2.20      -0.007357
   270       0.142559  -11413.002289  -11412.859730        -2.7933         0.0107           2.20      -0.000089
   271       0.142559  -11413.001468  -11412.858909        -3.0550         0.0026           2.20      -0.000124
   272       0.153480  -11412.988166  -11412.834686        -3.2556         0.0026           2.20       0.010335
   273       0.153480  -11412.988166  -11412.834686        -1.5834         0.0026           2.20      -0.000124
   274       0.153480  -11412.980201  -11412.826721        -5.3633        -0.0516           2.20       0.010114
   275       0.153480  -11412.980201  -11412.826721        -6.1738        -0.0516           2.20       0.010114
   276       0.153480  -11412.980201  -11412.826721        -7.1184        -0.0516           2.20       0.010114
   277       0.157391  -11412.980201  -11412.848159        -5.4174        -0.0516           2.20       0.010114
   278       0.157391  -11412.980201  -11412.848159        -5.9334        -0.0516           2.20       0.010114
   279       0.157391  -11412.980201  -11412.848159        -7.2241        -0.0516           2.20       0.010114
   280       0.174309  -11412.988855  -11412.814546        -5.1509        -0.0516           2.20       0.001809
   281       0.174309  -11412.988936  -11412.814627        -5.1496        -0.0516           2.20       0.001891
   282       0.148712  -11412.988698  -11412.839985        -4.8200        -0.0516           2.20      -0.009364
   283       0.148712  -11412.988698  -11412.839985        -7.1904        -0.0516           2.20       0.010119
   284       0.155921  -11412.988698  -11412.816226        -4.7179        -0.0516           2.20      -0.009364
   285       0.155921  -11412.988117  -11412.832196        -4.9694        -0.0551           2.20      -0.009377
   286       0.155921  -11412.988117  -11412.832196        -7.5056        -0.0551           2.20      -0.009377
   287       0.155921  -11412.988117  -11412.832196        -6.7260        -0.0551           2.20      -0.009377
   288       0.155921  -11412.994029  -11412.838108        -3.2695        -0.0132           2.20      -0.009216
   289       0.149496  -11412.994029  -11412.842659        -3.3440        -0.0132           2.20      -0.009216
   290       0.149496  -11412.990098  -11412.840602        -4.4440        -0.0428           2.20      -0.009330
   291       0.149496  -11412.986668  -11412.837172        -5.3259        -0.0632           2.20      -0.009408
   292       0.149496  -11412.986668  -11412.837172        -5.5443        -0.0632           2.20       0.001891
   293       0.147910  -11412.986668  -11412.838554        -5.4212        -0.0632           2.20      -0.009408
   294       0.156828  -11412.973558  -11412.816731        -5.4626        -0.0632           2.20       0.001217
   295       0.174920  -11412.975611  -11412.800691        -5.3983        -0.0632           2.20      -0.013291
   296       0.145502  -11412.975611  -11412.831060        -5.4787        -0.0632           2.20      -0.013291
   297       0.138102  -11412.980967  -11412.842866        -5.6207        -0.0632           2.20      -0.016759
   298       0.138102  -11412.980967  -11412.842866        -6.8773        -0.0632           2.20      -0.009408
   299       0.138102  -11412.990973  -11412.852871        -2.8904         0.0063           2.20      -0.016396
   300       0.138102  -11412.989572  -11412.851471        -3.3242        -0.0068           2.20      -0.016462
   301       0.138102  -11412.990651  -11412.852549        -2.9918         0.0031           2.20      -0.016412
   302       0.131793  -11412.990651  -11412.855306        -2.7979         0.0031           2.20      -0.016412
   303       0.144318  -11412.990651  -11412.831508        -2.7114         0.0031           2.20      -0.016412
   304       0.160155  -11413.000797  -11412.840642        -3.0102         0.0031           2.20      -0.007203
   305       0.160155  -11412.993408  -11412.833253        -5.0955        -0.0504           2.20      -0.007449
   306       0.139743  -11412.994080  -11412.854337        -5.0010        -0.0504           2.20      -0.009021
   307       0.139743  -11412.994080  -11412.854337        -7.5987        -0.0504           2.20      -0.007449
   308       0.139743  -11412.994080  -11412.854337        -7.0757        -0.0504           2.20      -0.007449
   309       0.139743  -11412.994080  -11412.854337        -7.4241        -0.0504           2.20      -0.007449
   310       0.156143  -11412.994080  -11412.831888        -5.0948        -0.0504           2.20      -0.009021
   311       0.144752  -11412.994080  -11412.837184        -5.0067        -0.0504           2.20      -0.009021
   312       0.144752  -11412.994080  -11412.837184        -6.8613        -0.0504           2.20      -0.007449
   313       0.162631  -11412.994080  -11412.828912        -4.8983        -0.0504           2.20      -0.009021
   314       0.149192  -11412.987950  -11412.838758        -5.1713        -0.0504           2.20      -0.009910
   315       0.149192  -11412.987395  -11412.838203        -5.3055        -0.0535           2.20      -0.009927
   316       0.132473  -11412.987395  -11412.856964        -5.3051        -0.0535           2.20      -0.009927
   317       0.142955  -11412.987395  -11412.838935        -5.2552        -0.0535           2.20      -0.009927
   318       0.142955  -11412.987395  -11412.838935        -5.5578        -0.0535           2.20      -0.009927
   319       0.142955  -11412.987395  -11412.838935        -5.3058        -0.0535           2.20       0.001891
