 Steps         KinEng         PotEng         TotEng          dE_dN        ElecNum       RxnCoord      MeanForce
     0       0.000000  -11412.977963  -11412.977963        -2.1825         0.0000          -0.40      -0.006691
     1       0.165630  -11412.977963  -11412.800736        -2.2484         0.0000          -0.40      -0.006691
     2       0.165630  -11412.977963  -11412.800736        -1.7458         0.0000          -0.40      -0.006691
     3       0.144837  -11412.980994  -11412.836157        -2.2565         0.0000          -0.40       0.001892
     4       0.159392  -11412.980994  -11412.823058        -2.2427         0.0000          -0.40       0.001892
     5       0.137658  -11412.963310  -11412.825652        -2.1700         0.0000          -0.40       0.001104
     6       0.147286  -11412.963310  -11412.810317        -2.4711         0.0000          -0.40       0.001104
     7       0.153305  -11412.963310  -11412.828003        -2.2524         0.0000          -0.40       0.001104
     8       0.153305  -11412.963963  -11412.810657        -1.9347         0.0092          -0.40       0.001248
     9       0.153305  -11412.956897  -11412.803592        -4.1069        -0.0604          -0.40       0.000265
    10       0.152383  -11412.956897  -11412.813501        -4.1028        -0.0604          -0.40       0.000265
    11       0.152383  -11412.956897  -11412.813501        -5.8269        -0.0604          -0.40       0.000265
    12       0.152298  -11412.956897  -11412.811273        -4.3737        -0.0604          -0.40       0.000265
    13       0.150470  -11412.968496  -11412.818026        -4.1701        -0.0604          -0.40      -0.005875
    14       0.150470  -11412.975991  -11412.825521        -1.9134         0.0129          -0.40      -0.004813
    15       0.150470  -11412.973085  -11412.822615        -2.8895        -0.0224          -0.40      -0.005359
    16       0.150470  -11412.973085  -11412.822615        -2.8420        -0.0224          -0.40      -0.006691
    17       0.150470  -11412.973085  -11412.822615        -2.9127        -0.0224          -0.40      -0.006691
    18       0.164210  -11412.973085  -11412.811495        -2.7693        -0.0224          -0.40      -0.005359
    19       0.164210  -11412.973085  -11412.811495        -1.4031        -0.0224          -0.40      -0.005359
    20       0.150162  -11412.977288  -11412.827126        -2.8312        -0.0224          -0.40       0.009348
    21       0.150162  -11412.977288  -11412.827126        -1.1359        -0.0224          -0.40      -0.005359
    22       0.150162  -11412.977288  -11412.827126        -2.8382        -0.0224          -0.40      -0.006691
    23       0.150162  -11412.977288  -11412.827126        -2.8954        -0.0224          -0.40      -0.006691
    24       0.150162  -11412.969023  -11412.818861        -4.9893        -0.0843          -0.40       0.008540
    25       0.161404  -11412.959335  -11412.797931        -4.8183        -0.0843          -0.40      -0.006528
    26       0.147245  -11412.959335  -11412.794486        -4.8968        -0.0843          -0.40      -0.006528
    27       0.147245  -11412.959335  -11412.794486        -4.7956        -0.0843          -0.40      -0.006691
    28       0.138353  -11412.959335  -11412.815650        -4.8907        -0.0843          -0.40      -0.006528
    29       0.154656  -11412.953370  -11412.798715        -4.9197        -0.0843          -0.40      -0.002408
    30       0.154471  -11412.953370  -11412.791624        -4.7998        -0.0843          -0.40      -0.002408
    31       0.169721  -11412.958439  -11412.788718        -4.8494        -0.0843          -0.40      -0.000959
    32       0.169721  -11412.958439  -11412.788718        -2.8139        -0.0843          -0.40       0.008540
    33       0.139224  -11412.958439  -11412.820656        -4.9746        -0.0843          -0.40      -0.000959
    34       0.139224  -11412.958439  -11412.820656        -4.8095        -0.0843          -0.40      -0.006691
    35       0.139224  -11412.958439  -11412.820656        -6.5956        -0.0843          -0.40       0.008540
    36       0.172211  -11412.958439  -11412.792878        -4.9586        -0.0843          -0.40      -0.000959
    37       0.138031  -11412.958836  -11412.820804        -5.0509        -0.0843          -0.40      -0.002853
    38       0.138031  -11412.968091  -11412.830060        -2.6266        -0.0134          -0.40      -0.001938
    39       0.150805  -11412.971342  -11412.820537        -2.5869        -0.0134          -0.40      -0.003466
    40       0.150805  -11412.971342  -11412.820537        -1.8559        -0.0134          -0.40      -0.001938
    41       0.150805  -11412.962366  -11412.811561        -4.9803        -0.0831          -0.40      -0.004477
    42       0.150805  -11412.962366  -11412.811561        -6.5289        -0.0831          -0.40      -0.004477
    43       0.150805  -11412.965335  -11412.814530        -4.2979        -0.0646          -0.40      -0.004225
    44       0.150805  -11412.965335  -11412.814530        -5.3127        -0.0646          -0.40      -0.004225
    45       0.146182  -11412.965335  -11412.802543        -4.3608        -0.0646          -0.40      -0.004225
    46       0.146182  -11412.964517  -11412.818335        -4.4975        -0.0700          -0.40      -0.004299
    47       0.153137  -11412.959451  -11412.806314        -4.5972        -0.0700          -0.40       0.008314
    48       0.174711  -11412.965178  -11412.790467        -4.6028        -0.0700          -0.40      -0.004966
    49       0.174711  -11412.963813  -11412.789102        -4.9113        -0.0783          -0.40      -0.005068
    50       0.174711  -11412.969079  -11412.794368        -3.5761        -0.0422          -0.40      -0.004617
    51       0.142608  -11412.965377  -11412.822769        -3.4149        -0.0422          -0.40      -0.001924
    52       0.152783  -11412.975681  -11412.822898        -3.5290        -0.0422          -0.40      -0.008841
    53       0.154262  -11412.953411  -11412.799149        -3.5949        -0.0422          -0.40       0.000042
    54       0.158394  -11412.953411  -11412.807795        -3.4693        -0.0422          -0.40       0.000042
